id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"operate-detail-4:ar","src/content/landing.json","operate.details.operate-detail-4","ar","operate detail disclosure or source inventory","دخول وتبديل آمن للمتجر دون نقل سلة أو مسودة أو فلتر أو صفحة داخلية أو عملية تعديل من متجر آخر.","دخول وتبديل آمن للمتجر دون نقل سلة أو مسودة أو فلتر أو صفحة داخلية أو عملية تعديل من متجر آخر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-5:en","src/content/landing.json","operate.details.operate-detail-5","en","operate detail disclosure or source inventory","Business workspace subscription state, trial end, Store capacity, and billing-recovery guidance.","Business workspace subscription state, trial end, Store capacity, and billing-recovery guidance.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-5:ar","src/content/landing.json","operate.details.operate-detail-5","ar","operate detail disclosure or source inventory","حالة الاشتراك في مساحة النشاط ونهاية الفترة التجريبية وسعة المتاجر وإرشادات استعادة الفوترة.","حالة الاشتراك في مساحة النشاط ونهاية الفترة التجريبية وسعة المتاجر وإرشادات استعادة الفوترة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-6:en","src/content/landing.json","operate.details.operate-detail-6","en","operate detail disclosure or source inventory","Store-aware host resolution that fails closed for unknown, ambiguous, inactive, or untrusted hosts.","Store-aware host resolution that fails closed for unknown, ambiguous, inactive, or untrusted hosts.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-6:ar","src/content/landing.json","operate.details.operate-detail-6","ar","operate detail disclosure or source inventory","حل عنوان الموقع حسب المتجر مع رفض العناوين المجهولة أو الملتبسة أو غير النشطة أو غير الموثوقة.","حل عنوان الموقع حسب المتجر مع رفض العناوين المجهولة أو الملتبسة أو غير النشطة أو غير الموثوقة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-7:en","src/content/landing.json","operate.details.operate-detail-7","en","operate detail disclosure or source inventory","Store-partitioned cart and checkout persistence.","Store-partitioned cart and checkout persistence.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-7:ar","src/content/landing.json","operate.details.operate-detail-7","ar","operate detail disclosure or source inventory","حفظ السلة والدفع في مساحة منفصلة لكل متجر.","حفظ السلة والدفع في مساحة منفصلة لكل متجر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-8:en","src/content/landing.json","operate.details.operate-detail-8","en","operate detail disclosure or source inventory","Store-scoped database policy foundation, transaction-bound context, and immutable operational history where required.","Store-scoped database policy foundation, transaction-bound context, and immutable operational history where required.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-8:ar","src/content/landing.json","operate.details.operate-detail-8","ar","operate detail disclosure or source inventory","أساس سياسات بيانات خاص بكل متجر وسياق مرتبط بالمعاملة وسجل تشغيل غير قابل للتعديل عند الحاجة.","أساس سياسات بيانات خاص بكل متجر وسياق مرتبط بالمعاملة وسجل تشغيل غير قابل للتعديل عند الحاجة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-9:en","src/content/landing.json","operate.details.operate-detail-9","en","operate detail disclosure or source inventory","Private Store media with signed access.","Private Store media with signed access.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-9:ar","src/content/landing.json","operate.details.operate-detail-9","ar","operate detail disclosure or source inventory","وسائط خاصة بالمتجر بوصول موقّع.","وسائط خاصة بالمتجر بوصول موقّع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-10:en","src/content/landing.json","operate.details.operate-detail-10","en","operate detail disclosure or source inventory","Restricted Platform Super Admin recovery infrastructure with encrypted, checksummed artifacts; it is not a merchant Store-admin backup feature and may be disabled by deployment configuration.","Restricted Platform Super Admin recovery infrastructure with encrypted, checksummed artifacts; it is not a merchant Store-admin backup feature and may be disabled by deployment configuration.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-10:ar","src/content/landing.json","operate.details.operate-detail-10","ar","operate detail disclosure or source inventory","بنية استعادة مقيّدة لمسؤول المنصة بملفات مشفّرة ومزوّدة بفحص سلامة؛ وليست ميزة نسخ احتياطي لمسؤول المتجر وقد تكون معطلة حسب إعداد النشر.","بنية استعادة مقيّدة لمسؤول المنصة بملفات مشفّرة ومزوّدة بفحص سلامة؛ وليست ميزة نسخ احتياطي لمسؤول المتجر وقد تكون معطلة حسب إعداد النشر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-11:en","src/content/landing.json","operate.details.operate-detail-11","en","operate detail disclosure or source inventory","Platform operations overview, Business health and alerts, subscription-state controls, Store lifecycle overrides, archive/restore workflow, domain-state controls, and audited time-limited support access.","Platform operations overview, Business health and alerts, subscription-state controls, Store lifecycle overrides, archive/restore workflow, domain-state controls, and audited time-limited support access.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"operate-detail-11:ar","src/content/landing.json","operate.details.operate-detail-11","ar","operate detail disclosure or source inventory","نظرة عامة لعمليات المنصة وصحة الأنشطة وتنبيهاتها والتحكم في حالة الاشتراك ودورة حياة المتجر والأرشفة والاستعادة وحالة النطاق ووصول دعم مؤقت وخاضع للمراجعة.","نظرة عامة لعمليات المنصة وصحة الأنشطة وتنبيهاتها والتحكم في حالة الاشتراك ودورة حياة المتجر والأرشفة والاستعادة وحالة النطاق ووصول دعم مؤقت وخاضع للمراجعة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-eyebrow:en","src/content/landing.json","features.eyebrow","en","features section","What Jizrak covers","What Jizrak covers","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-eyebrow:ar","src/content/landing.json","features.eyebrow","ar","features section","ما تغطيه جِذرك","ما تغطيه جِذرك","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-heading:en","src/content/landing.json","features.heading","en","features section","Commerce operations in one place.","Commerce operations in one place.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-heading:ar","src/content/landing.json","features.heading","ar","features section","عمليات التجارة في مكان واحد.","عمليات التجارة في مكان واحد.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-introduction:en","src/content/landing.json","features.body","en","features section","Open a group to see the workflows it covers. This list shows the product's scope; it does not replace a product walkthrough.","Open a group to see the workflows it covers. This list shows the product's scope; it does not replace a product walkthrough.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-introduction:ar","src/content/landing.json","features.body","ar","features section","افتح أي مجموعة للاطلاع على سير العمل الذي تغطيه. توضح هذه القائمة نطاق المنتج، ولا تغني عن استعراضه.","افتح أي مجموعة للاطلاع على سير العمل الذي تغطيه. توضح هذه القائمة نطاق المنتج، ولا تغني عن استعراضه.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-premise:en","src/content/landing.json","features.premise","en","features section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"features-premise:ar","src/content/landing.json","features.premise","ar","features section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"features-detail-1:en","src/content/landing.json","features.details.features-detail-1","en","features detail disclosure or source inventory","Business and Stores / النشاط والمتاجر","Business and Stores / النشاط والمتاجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-1:ar","src/content/landing.json","features.details.features-detail-1","ar","features detail disclosure or source inventory","اكتشاف الأنشطة والبحث فيها؛ إنشاء النشاط؛ مساحة العمل؛ حالة الاشتراك والفترة التجريبية؛ سعة المتاجر وإرشادات استعادة الفوترة؛ البحث عن المتاجر وإنشاؤها؛ عناوين مُدارة؛ أسماء محلية؛ قائمة جاهزية الإطلاق؛ النشر؛ عدة متاجر مستقلة؛ تبديل المتجر النشط؛ مواقع مشتركة بدفاتر منفصلة.","اكتشاف الأنشطة والبحث فيها؛ إنشاء النشاط؛ مساحة العمل؛ حالة الاشتراك والفترة التجريبية؛ سعة المتاجر وإرشادات استعادة الفوترة؛ البحث عن المتاجر وإنشاؤها؛ عناوين مُدارة؛ أسماء محلية؛ قائمة جاهزية الإطلاق؛ النشر؛ عدة متاجر مستقلة؛ تبديل المتجر النشط؛ مواقع مشتركة بدفاتر منفصلة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-2:en","src/content/landing.json","features.details.features-detail-2","en","features detail disclosure or source inventory","Team and access / الفريق والصلاحيات","Team and access / الفريق والصلاحيات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-2:ar","src/content/landing.json","features.details.features-detail-2","ar","features detail disclosure or source inventory","وصول المالك لكل المتاجر؛ صلاحيات خاصة بكل متجر؛ أدوار جاهزة ومخصصة؛ تنقل حسب الصلاحية؛ البحث عن الموظفين؛ الدعوة؛ التعديل؛ الإيقاف؛ الإلغاء؛ التعامل مع فقدان الوصول.","وصول المالك لكل المتاجر؛ صلاحيات خاصة بكل متجر؛ أدوار جاهزة ومخصصة؛ تنقل حسب الصلاحية؛ البحث عن الموظفين؛ الدعوة؛ التعديل؛ الإيقاف؛ الإلغاء؛ التعامل مع فقدان الوصول.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-3:en","src/content/landing.json","features.details.features-detail-3","en","features detail disclosure or source inventory","Catalog / الكتالوج","Catalog / الكتالوج","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-3:ar","src/content/landing.json","features.details.features-detail-3","ar","features detail disclosure or source inventory","المنتجات؛ محتوى ثنائي اللغة؛ الحالات؛ الصور؛ فئات متدرجة؛ خيارات قابلة لإعادة الاستخدام؛ قيم الخيارات؛ عينات ألوان أو خيارات مرئية؛ توليد التركيبات؛ رموز وأسعار مخصصة؛ وراثة الصور؛ إعدادات المنتج الافتراضية؛ معاينة واستيراد وتصدير CSV؛ إرشادات داخلية لعمليات المنتج.","المنتجات؛ محتوى ثنائي اللغة؛ الحالات؛ الصور؛ فئات متدرجة؛ خيارات قابلة لإعادة الاستخدام؛ قيم الخيارات؛ عينات ألوان أو خيارات مرئية؛ توليد التركيبات؛ رموز وأسعار مخصصة؛ وراثة الصور؛ إعدادات المنتج الافتراضية؛ معاينة واستيراد وتصدير CSV؛ إرشادات داخلية لعمليات المنتج.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-4:en","src/content/landing.json","features.details.features-detail-4","en","features detail disclosure or source inventory","Merchandising / العرض والترويج","Merchandising / العرض والترويج","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-4:ar","src/content/landing.json","features.details.features-detail-4","ar","features detail disclosure or source inventory","الباقات؛ أسعار الشرائح؛ العروض المجمعة؛ الكوبونات؛ استهداف المنتجات والفئات؛ البانرات؛ شريط الإعلانات؛ تنقل مخصص؛ مكونات صفحة المنتج؛ المراجعات؛ التوصيات؛ المشاهدة الأخيرة؛ النشرة البريدية.","الباقات؛ أسعار الشرائح؛ العروض المجمعة؛ الكوبونات؛ استهداف المنتجات والفئات؛ البانرات؛ شريط الإعلانات؛ تنقل مخصص؛ مكونات صفحة المنتج؛ المراجعات؛ التوصيات؛ المشاهدة الأخيرة؛ النشرة البريدية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-5:en","src/content/landing.json","features.details.features-detail-5","en","features detail disclosure or source inventory","Inventory / المخزون","Inventory / المخزون","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-5:ar","src/content/landing.json","features.details.features-detail-5","ar","features detail disclosure or source inventory","أصناف وفئات المخزون؛ دفاتر المتجر متعددة المواقع؛ الكميات المحجوزة والمتاحة؛ التكاليف والتقييم؛ تنبيهات النقص والنفاد؛ تسويات منضبطة؛ الحركات؛ السجل؛ تقارير داخل الصفحة؛ CSV؛ حذف محمي؛ إرشادات داخلية لعمليات المخزون.","أصناف وفئات المخزون؛ دفاتر المتجر متعددة المواقع؛ الكميات المحجوزة والمتاحة؛ التكاليف والتقييم؛ تنبيهات النقص والنفاد؛ تسويات منضبطة؛ الحركات؛ السجل؛ تقارير داخل الصفحة؛ CSV؛ حذف محمي؛ إرشادات داخلية لعمليات المخزون.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-6:en","src/content/landing.json","features.details.features-detail-6","en","features detail disclosure or source inventory","Dependencies and assembly / المكونات والتجميع","Dependencies and assembly / المكونات والتجميع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-6:ar","src/content/landing.json","features.details.features-detail-6","ar","features detail disclosure or source inventory","ربط مخزون المنتج والتركيبة؛ مكونات مشتركة وخاصة بالتركيبة؛ قوائم مكونات متعددة؛ إتاحة حسب المكونات؛ معاينة التجميع؛ تنفيذ التجميع كعملية واحدة؛ ربط تلقائي عند أول إنتاج؛ سجل التجميع.","ربط مخزون المنتج والتركيبة؛ مكونات مشتركة وخاصة بالتركيبة؛ قوائم مكونات متعددة؛ إتاحة حسب المكونات؛ معاينة التجميع؛ تنفيذ التجميع كعملية واحدة؛ ربط تلقائي عند أول إنتاج؛ سجل التجميع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-7:en","src/content/landing.json","features.details.features-detail-7","en","features detail disclosure or source inventory","Purchasing / المشتريات","Purchasing / المشتريات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-7:ar","src/content/landing.json","features.details.features-detail-7","ar","features detail disclosure or source inventory","إنشاء الموردين وعرضهم وتعديلهم وحذفهم والبحث فيهم؛ أوامر الشراء؛ المراجع والملاحظات؛ توسيع الخيارات؛ لقطات أمر الشراء؛ الاستلام في الموقع؛ إلغاء الاستلام؛ حماية الحذف؛ تصدير أوامر الشراء CSV؛ إنشاء منتج من الأمر؛ الربط بمنتج موجود؛ مطابقة متعددة الأبعاد.","إنشاء الموردين وعرضهم وتعديلهم وحذفهم والبحث فيهم؛ أوامر الشراء؛ المراجع والملاحظات؛ توسيع الخيارات؛ لقطات أمر الشراء؛ الاستلام في الموقع؛ إلغاء الاستلام؛ حماية الحذف؛ تصدير أوامر الشراء CSV؛ إنشاء منتج من الأمر؛ الربط بمنتج موجود؛ مطابقة متعددة الأبعاد.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-8:en","src/content/landing.json","features.details.features-detail-8","en","features detail disclosure or source inventory","Storefront / واجهة المتجر","Storefront / واجهة المتجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-8:ar","src/content/landing.json","features.details.features-detail-8","ar","features detail disclosure or source inventory","البحث والاقتراحات والتنقل السريع؛ الفئات؛ فلاتر الخيارات؛ الترتيب؛ الصفحات؛ حالة الرابط؛ تذكر الفلاتر؛ طرق عرض؛ البطاقات؛ المعاينة السريعة؛ الصور؛ تفاصيل المنتج؛ التركيبات؛ الأسعار؛ الإتاحة؛ الباقات؛ التوصيات؛ المشاهدة الأخيرة؛ التقييمات والمراجعات.","البحث والاقتراحات والتنقل السريع؛ الفئات؛ فلاتر الخيارات؛ الترتيب؛ الصفحات؛ حالة الرابط؛ تذكر الفلاتر؛ طرق عرض؛ البطاقات؛ المعاينة السريعة؛ الصور؛ تفاصيل المنتج؛ التركيبات؛ الأسعار؛ الإتاحة؛ الباقات؛ التوصيات؛ المشاهدة الأخيرة؛ التقييمات والمراجعات.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-9:en","src/content/landing.json","features.details.features-detail-9","en","features detail disclosure or source inventory","Cart and checkout / السلة والدفع","Cart and checkout / السلة والدفع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-9:ar","src/content/landing.json","features.details.features-detail-9","ar","features detail disclosure or source inventory","سلة محفوظة لكل متجر؛ حدود الكمية؛ مراجعة المخزون؛ العروض؛ الكوبونات؛ عناوين محفوظة أو جديدة؛ شحن المحافظة والمنطقة؛ الضريبة؛ الدفع عند الاستلام؛ إجماليات موثوقة؛ إنشاء الطلب كعملية واحدة؛ حماية آخر قطعة عند تزامن المشترين؛ التأكيد؛ استعادة برمز مع إرسال بريد يعتمد على إعداد المزود.","سلة محفوظة لكل متجر؛ حدود الكمية؛ مراجعة المخزون؛ العروض؛ الكوبونات؛ عناوين محفوظة أو جديدة؛ شحن المحافظة والمنطقة؛ الضريبة؛ الدفع عند الاستلام؛ إجماليات موثوقة؛ إنشاء الطلب كعملية واحدة؛ حماية آخر قطعة عند تزامن المشترين؛ التأكيد؛ استعادة برمز مع إرسال بريد يعتمد على إعداد المزود.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-10:en","src/content/landing.json","features.details.features-detail-10","en","features detail disclosure or source inventory","Orders / الطلبات","Orders / الطلبات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-10:ar","src/content/landing.json","features.details.features-detail-10","ar","features detail disclosure or source inventory","البحث؛ الفلاتر؛ التفاصيل؛ لقطات الخيارات؛ قوائم تجهيز مجمعة؛ حالات منضبطة؛ خط التجهيز الزمني؛ سجلات استرداد جزئي وكامل؛ التصدير؛ تاريخ العميل؛ إعادة الطلب؛ الحجوزات؛ محاولات وأحداث الدفع؛ إرشادات داخلية.","البحث؛ الفلاتر؛ التفاصيل؛ لقطات الخيارات؛ قوائم تجهيز مجمعة؛ حالات منضبطة؛ خط التجهيز الزمني؛ سجلات استرداد جزئي وكامل؛ التصدير؛ تاريخ العميل؛ إعادة الطلب؛ الحجوزات؛ محاولات وأحداث الدفع؛ إرشادات داخلية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-11:en","src/content/landing.json","features.details.features-detail-11","en","features detail disclosure or source inventory","POS / نقطة البيع","POS / نقطة البيع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-11:ar","src/content/landing.json","features.details.features-detail-11","ar","features detail disclosure or source inventory","سياق المتجر والموقع وصندوق البيع؛ دورة حياة الصندوق؛ فتح وإغلاق وسجل الورديات؛ عد النقدية والفرق؛ البحث؛ التركيبات؛ الإتاحة؛ السلة؛ الخصم؛ الضريبة؛ اسم العميل؛ الدفع نقداً أو بالبطاقة أو التحويل أو غيره؛ باقي النقد؛ بيع في عملية واحدة؛ إعادة محاولة بلا تكرار؛ الإيصال؛ سجل البيع؛ إرشادات داخلية.","سياق المتجر والموقع وصندوق البيع؛ دورة حياة الصندوق؛ فتح وإغلاق وسجل الورديات؛ عد النقدية والفرق؛ البحث؛ التركيبات؛ الإتاحة؛ السلة؛ الخصم؛ الضريبة؛ اسم العميل؛ الدفع نقداً أو بالبطاقة أو التحويل أو غيره؛ باقي النقد؛ بيع في عملية واحدة؛ إعادة محاولة بلا تكرار؛ الإيصال؛ سجل البيع؛ إرشادات داخلية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-12:en","src/content/landing.json","features.details.features-detail-12","en","features detail disclosure or source inventory","Customers / العملاء","Customers / العملاء","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-12:ar","src/content/landing.json","features.details.features-detail-12","ar","features detail disclosure or source inventory","الدليل؛ هوية النشاط؛ ملفات المتاجر؛ تعديل الملف؛ إدارة العناوين والافتراضي؛ المفضلة ودمج الضيف؛ الموافقات؛ سجل وتفاصيل وإعادة الطلب؛ رصيد وسجل الولاء؛ المراجعات المؤهلة.","الدليل؛ هوية النشاط؛ ملفات المتاجر؛ تعديل الملف؛ إدارة العناوين والافتراضي؛ المفضلة ودمج الضيف؛ الموافقات؛ سجل وتفاصيل وإعادة الطلب؛ رصيد وسجل الولاء؛ المراجعات المؤهلة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-13:en","src/content/landing.json","features.details.features-detail-13","en","features detail disclosure or source inventory","Engagement / التواصل","Engagement / التواصل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-13:ar","src/content/landing.json","features.details.features-detail-13","ar","features detail disclosure or source inventory","الكوبونات والاستخدام؛ كسب الولاء وتعديل الإدارة؛ مراجعة التقييمات؛ مشتركو النشرة؛ الاشتراك في الإشعارات؛ بث المتجر؛ صندوق الإشعارات وقراءتها وحذفها؛ حالة استرجاع السلة.","الكوبونات والاستخدام؛ كسب الولاء وتعديل الإدارة؛ مراجعة التقييمات؛ مشتركو النشرة؛ الاشتراك في الإشعارات؛ بث المتجر؛ صندوق الإشعارات وقراءتها وحذفها؛ حالة استرجاع السلة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-14:en","src/content/landing.json","features.details.features-detail-14","en","features detail disclosure or source inventory","Finance / المالية","Finance / المالية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-14:ar","src/content/landing.json","features.details.features-detail-14","ar","features detail disclosure or source inventory","النظرة العامة؛ دليل الحسابات؛ أساس القيود المزدوجة؛ المصروفات؛ الأصول؛ قائمة الدخل؛ الميزانية؛ إعداد محاسبة المخزون؛ قيود تلقائية للعمليات المدعومة.","النظرة العامة؛ دليل الحسابات؛ أساس القيود المزدوجة؛ المصروفات؛ الأصول؛ قائمة الدخل؛ الميزانية؛ إعداد محاسبة المخزون؛ قيود تلقائية للعمليات المدعومة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-15:en","src/content/landing.json","features.details.features-detail-15","en","features detail disclosure or source inventory","Analytics / التحليلات","Analytics / التحليلات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-15:ar","src/content/landing.json","features.details.features-detail-15","ar","features detail disclosure or source inventory","الإيراد؛ الطلبات؛ متوسط قيمة الطلب؛ اكتساب العملاء؛ الاتجاهات اليومية؛ إيراد الفئات؛ أفضل المنتجات؛ المحافظات؛ مزيج الدفع؛ الكوبونات؛ الولاء؛ التقييمات؛ الاستردادات؛ الفترات الزمنية.","الإيراد؛ الطلبات؛ متوسط قيمة الطلب؛ اكتساب العملاء؛ الاتجاهات اليومية؛ إيراد الفئات؛ أفضل المنتجات؛ المحافظات؛ مزيج الدفع؛ الكوبونات؛ الولاء؛ التقييمات؛ الاستردادات؛ الفترات الزمنية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-16:en","src/content/landing.json","features.details.features-detail-16","en","features detail disclosure or source inventory","Store configuration / إعداد المتجر","Store configuration / إعداد المتجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-16:ar","src/content/landing.json","features.details.features-detail-16","ar","features detail disclosure or source inventory","الاتصال والعملة؛ الدفع عند الاستلام؛ الضريبة؛ الشحن؛ حد المخزون؛ وضع المحاسبة؛ التخطيط؛ البطاقات؛ الشبكة؛ التقييمات؛ سلوك النفاد؛ الشريط؛ الولاء؛ الروابط الاجتماعية؛ تهيئة محركات البحث ثنائية اللغة؛ الألوان؛ القوالب؛ البانرات؛ التنقل؛ المكونات.","الاتصال والعملة؛ الدفع عند الاستلام؛ الضريبة؛ الشحن؛ حد المخزون؛ وضع المحاسبة؛ التخطيط؛ البطاقات؛ الشبكة؛ التقييمات؛ سلوك النفاد؛ الشريط؛ الولاء؛ الروابط الاجتماعية؛ تهيئة محركات البحث ثنائية اللغة؛ الألوان؛ القوالب؛ البانرات؛ التنقل؛ المكونات.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-17:en","src/content/landing.json","features.details.features-detail-17","en","features detail disclosure or source inventory","Platform and resilience / المنصة والاستمرارية","Platform and resilience / المنصة والاستمرارية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"features-detail-17:ar","src/content/landing.json","features.details.features-detail-17","ar","features detail disclosure or source inventory","تطبيق قابل للتثبيت وأصول مخزنة؛ إشعارات ويب عند الإعداد؛ عناوين واعية بالمتجر؛ عناوين مُدارة؛ سجل النطاقات؛ وسائط خاصة؛ بنية استعادة مقيّدة لمسؤول المنصة؛ ملفات مشفرة وفحص سلامة؛ صحة المنصة ودورة الحياة والأرشفة والاستعادة والنطاقات ودعم محدود.","تطبيق قابل للتثبيت وأصول مخزنة؛ إشعارات ويب عند الإعداد؛ عناوين واعية بالمتجر؛ عناوين مُدارة؛ سجل النطاقات؛ وسائط خاصة؛ بنية استعادة مقيّدة لمسؤول المنصة؛ ملفات مشفرة وفحص سلامة؛ صحة المنصة ودورة الحياة والأرشفة والاستعادة والنطاقات ودعم محدود.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-1-name:en","src/content/landing.json","features.groups.group-1.name","en","Features disclosure label","Business and Stores","Business and Stores","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-1-name:ar","src/content/landing.json","features.groups.group-1.name","ar","Features disclosure label","النشاط والمتاجر","النشاط والمتاجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-1-inventory:en","src/content/landing.json","features.groups.group-1.inventory","en","Expanded features disclosure","Business discovery and search; Business creation; workspace; subscription/trial state; Store capacity and billing-recovery guidance; Store search and creation; managed handles; localized names; launch-readiness checklist; publication; multiple independent Stores; Active Store switching; shared Locations with separate ledgers.","Business discovery and search; Business creation; workspace; subscription/trial state; Store capacity and billing-recovery guidance; Store search and creation; managed handles; localized names; launch-readiness checklist; publication; multiple independent Stores; Active Store switching; shared Locations with separate ledgers.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-1-inventory:ar","src/content/landing.json","features.groups.group-1.inventory","ar","Expanded features disclosure","اكتشاف الأنشطة والبحث فيها؛ إنشاء النشاط؛ مساحة العمل؛ حالة الاشتراك والفترة التجريبية؛ سعة المتاجر وإرشادات استعادة الفوترة؛ البحث عن المتاجر وإنشاؤها؛ عناوين مُدارة؛ أسماء محلية؛ قائمة جاهزية الإطلاق؛ النشر؛ عدة متاجر مستقلة؛ تبديل المتجر النشط؛ مواقع مشتركة بدفاتر منفصلة.","اكتشاف الأنشطة والبحث فيها؛ إنشاء النشاط؛ مساحة العمل؛ حالة الاشتراك والفترة التجريبية؛ سعة المتاجر وإرشادات استعادة الفوترة؛ البحث عن المتاجر وإنشاؤها؛ عناوين مُدارة؛ أسماء محلية؛ قائمة جاهزية الإطلاق؛ النشر؛ عدة متاجر مستقلة؛ تبديل المتجر النشط؛ مواقع مشتركة بدفاتر منفصلة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-2-name:en","src/content/landing.json","features.groups.group-2.name","en","Features disclosure label","Team and access","Team and access","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-2-name:ar","src/content/landing.json","features.groups.group-2.name","ar","Features disclosure label","الفريق والصلاحيات","الفريق والصلاحيات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-2-inventory:en","src/content/landing.json","features.groups.group-2.inventory","en","Expanded features disclosure","Owner-wide access; Store-specific grants; predefined and custom roles; permission-filtered navigation; staff lookup; invitation; update; suspension; revocation; access-loss handling.","Owner-wide access; Store-specific grants; predefined and custom roles; permission-filtered navigation; staff lookup; invitation; update; suspension; revocation; access-loss handling.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-2-inventory:ar","src/content/landing.json","features.groups.group-2.inventory","ar","Expanded features disclosure","وصول المالك لكل المتاجر؛ صلاحيات خاصة بكل متجر؛ أدوار جاهزة ومخصصة؛ تنقل حسب الصلاحية؛ البحث عن الموظفين؛ الدعوة؛ التعديل؛ الإيقاف؛ الإلغاء؛ التعامل مع فقدان الوصول.","وصول المالك لكل المتاجر؛ صلاحيات خاصة بكل متجر؛ أدوار جاهزة ومخصصة؛ تنقل حسب الصلاحية؛ البحث عن الموظفين؛ الدعوة؛ التعديل؛ الإيقاف؛ الإلغاء؛ التعامل مع فقدان الوصول.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
